deal_id,deal_title,deal_url,deal_rating,deal_rating_count,deal_mrp_price,deal_act_price,deal_offer_percent,deal_offer_price,top_offers,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_all,product_description,top_customer_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 8GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Pastel-128GB-Storage/dp/B0BY8JZ22K/ref=sr_1_25?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-25,4.2,19531,19999,17499,13,2500,"['Upto ₹1,250.00 discount on select Credit Cards, HDFC Bank Debit CardsUpto ₹1,250.00 discount on select Credit Cards, HDFC…', 'Upto ₹787.96 EMI interest savings on Amazon Pay ICICI Bank Credit CardsUpto ₹787.96 EMI interest savings on Amazon Pay ICICI…', 'Get upto 4 months Audible membership for Rs.2. T&C apply.B25Get upto 4 months Audible membership for Rs.2. T&C appl…']",Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,"['Electronics', 'Mobiles & Accessories', 'Smartphones & Basic Mobiles', 'Smartphones']","Camera: 108 MP Main Camera with EIS; 2MP Depth-Assist Lens and 2MP Macro Lens; Front (Selfie) Camera: 16MP Rear Camera Mode: Hi-res 108MP mode, 3x Lossles Zoom, Photo, Video, Nightscape, Expert, Panoramic, Portrait, Macro, Time-lapse, Slow-motion, Long exposure, Dual-view video, Text Scanner, 1080p/720p@30fps, Video zoom: 1080P@30fps, 720P@30fps, Slow motion: 720P@120fps, Time-Lapse: 1080P@30fps, Steady Video EIS support Display: 6.72 Inches; 120 Hz Adaptive refresh rate; FHD+(1080×2400), Colors: 16.7 Million colors, 391 ppi, Aspect Ratio: 20:9, Brightness: 550 nits (typical), 680 nits (HBM) Operating System: Oxygen OS based on Android 13.1 Processor: Qualcomm Snapdragon 695 5G Battery & Charging: 5000 mAh with 67W SUPERVOOC Endurance Edition",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"iQOO Z6 Lite 5G (Stellar Green, 6GB RAM, 128GB Storage) with Charger | Qualcomm Snapdragon 4 Gen 1 Processor | 120Hz FHD+ Display | Travel Adaptor Included in The Box",https://www.amazon.in/iQOO-Stellar-Snapdragon-Segment-Included/dp/B07WHSR1NR/ref=sr_1_7?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-7,4.1,23116,19999,11999,40,8000,[],Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,"['Electronics', 'Mobiles & Accessories', 'Smartphones & Basic Mobiles', 'Smartphones']","iQOO Z6 Lite 5G is equipped with World's First Snapdragon 4 Gen 1 Processor, that allows you to level up your performance with confidence through its efficient 6nm Process, Best In-Segment 120Hz Screen Refresh Rate which comes with lagfree & nimble scrolling and FHD+ display lets you enjoy to the fullest with every game you play and every content you watch with its crisp detailing of colours, along with 5000mAh Battery: Keeps iQOO Z6 Lite 5G to a longer usage, for a more enjoyable gaming and video experience, which offers Music Payback Time of 127 Hours, Social Media of 21.6 hours, OTT Streaming of 14.5 hours and Gaming of 8.3 hours & much more.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Samsung Original 25W Single Port, Type-C Fast Charger, (Cable not Included), White",https://www.amazon.in/Samsung-25W-Travel-Adapter/dp/B08VFF6JQ8/ref=sr_1_2?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-2,4.4,40152,1699,1297,24,402,[],Electronics,Mobiles & Accessories,Mobile Accessories,Chargers,Wall Chargers,,,"['Electronics', 'Mobiles & Accessories', 'Mobile Accessories', 'Chargers', 'Wall Chargers']","Charging Cable Not Included. Compatible With All Standard Usb Type-C Cables Such As Usb-C To Usb-C, Usb-C To Lightning And Etc. For Optimum Results, Please Use With Authentic Samsung Cables Which Can Be Purchased Separately Enjoy The Flexibility Enabled By Usb-C Compatible Cables. You Can Alternate The Types Of Cables To Charge A Variety Of Mobile Devices That You Own. Just Plug In A Cable ?? There'S No Need To Change The Adapter Plugged Into Your Wall Outlet Enjoy The Flexibility Of The Usb Type-C; Super Fast Charging To Stay Ready Give Your Mobile Devices The Powerful And Safe Charging Support They Deserve. This Wall Charger Provides Super Fast Charging With Usb-C Pd 3.0 Pps At Up To Max 25W For Capable Devices. So When You Do Run Low, It'S Not For Long Included Components: Wall Charger, User Manual; Power Source Type: Corded Electric",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"realme narzo 60X 5G (Stellar Green, 4GB, 128GB Storage) Up to 2TB External Memory | 50 MP AI Primary Camera | Segments only 33W Supervooc Charge",https://www.amazon.in/realme-5G%EF%BC%88Stellar-Storage%EF%BC%89-External-Supervooc/dp/B0CGDQ9SN7/ref=sr_1_11?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-11,4.1,11277,14999,10499,30,4500,"['Flat INR 500 Instant Discount on ALL Banks Card Txn. Min purchase value ₹5,000Flat INR 500 Instant Discount on ALL Banks Card Txn. Mi…', 'Upto ₹472.78 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Amazon Pay LaterUpto ₹472.78 EMI interest savings on Amazon Pay ICICI…', 'Get upto 4 months Audible membership for Rs.2. T&C apply.B25Get upto 4 months Audible membership for Rs.2. T&C appl…']",Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,"['Electronics', 'Mobiles & Accessories', 'Smartphones & Basic Mobiles', 'Smartphones']","With a 33 W Powerful SUPERVOOC Charge, 30 minutes charge for 50% battery and full charge in 70 minutes,5000mAh massive battery, without ever being concerned about the battery running out 50MP Primary Camera,street photography high-quality pictures that catch every detail with astounding clarity Superior visual experience with the 17.07 cm (6.72) high resolution with 90Hz ultra-high refresh rate,91.4% screen-to-body ratio with punch-hole display,screen brightness upto 680 nits Witness stupendous speed and flawless multitasking with up to 12 GB of dynamic RAM that provides a fluid and reactive user experience, whether you're watching high-definition video, playing graphics-intensive video games More comfortable unlocking position than back fingerprint When the phone is placed face up on the desk, the user can unlock the phone by side fingerprint without picking it up, which is more comfortable and convenient than holding the phone up with the back fingerprint.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"Oneplus Nord CE 3 5G (Grey Shimmer, 8GB RAM, 128GB Storage)",https://www.amazon.in/Oneplus-Nord-Shimmer-128GB-Storage/dp/B0C9QPJY5R/ref=sr_1_13?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-13,4.2,2862,26999,20999,22,6000,"['Upto ₹1,172.49 EMI interest savings on select Credit Cards, Amazon Pay LaterUpto ₹1,172.49 EMI interest savings on select Credit Cards…', 'Upto ₹2,000.00 discount on select Credit Cards, HDFC Bank Debit CardsUpto ₹2,000.00 discount on select Credit Cards, HDFC…', 'Get upto 4 months Audible membership for Rs.2. T&C apply.B25Get upto 4 months Audible membership for Rs.2. T&C appl…']",Electronics,Mobiles & Accessories,Smartphones & Basic Mobiles,Smartphones,,,,"['Electronics', 'Mobiles & Accessories', 'Smartphones & Basic Mobiles', 'Smartphones']","Camera: 50MP Main Camera with Sony IMX890 (OIS supported), 8MP Ultrawide Camera with Sony IMX355 (FOV: 112 degree) and 2MP Macro lens; 16MP Front (Selfie) Camera Camera Features: Ultra Steady Mode, Dual-view Video, HDR, Nightscape, Portrait Mode, Video Portrait, Pano, Macro, Slo-mo, Time-lapse, Text-scanner, Retouching, Filters, Google Lens, Extra HD, Pro Mode Display: 6.7 Inches; 120 Hz AMOLED FHD+, Resolution: 2412 x 1080 pixels; HDR 10+, sRGB, 10-bit Color Depth, 93.4% Screen to body ratio Operating System: OxygenOS 13 based on Android 13.1 Processor: Qualcomm Snapdragon 782G Mobile Platform Your fingers will tingle with every touch, tap, and swipe with Nord CE3's X-axis linear motor, featuring enhanced touch response and 4D haptic vibration for ultra-immersive gaming",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"Apple iPhone 15 (Blue, 128 GB)",https://www.flipkart.com/apple-iphone-15-blue-128-gb/p/itmbf14ef54f645d?pid=MOBGTAGPAQNVFZZY&lid=LSTMOBGTAGPAQNVFZZYO7HQ2L&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_4e9148fc-0886-4eb9-894f-b56a28ba5819_18_QBM1SMZJ3K19_MC.MOBGTAGPAQNVFZZY&ssid=bu34dbnirk0000001715949627442&otracker=clp_pmu_v2_Apple%2BSmartphones_3_18.productCard.PMU_V2_Apple%2BiPhone%2B15%2B%2528Blue%252C%2B128%2BGB%2529_mobile-phones-store_MOBGTAGPAQNVFZZY_neo%2Fmerchandising_2&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Apple%2BSmartphones_LIST_productCard_cc_3_NA_view-all&cid=MOBGTAGPAQNVFZZY,4.6,32218,79900,71999,9,7901,"[{'type': 'Bank Offer', 'description': 'Get ₹50 instant discount on first Flipkart UPI txn on order of ₹200 and above'}, {'type': 'Bank Offer', 'description': '5% Cashback on Flipkart Axis Bank Card'}, {'type': 'Bank Offer', 'description': '₹4000 Off On ICICI Bank Credit Non EMI, Credit and Debit Card EMI Transactions'}, {'type': 'Special Price', 'description': 'Get extra ₹5901 off (price inclusive of cashback/coupon)'}]",Mobiles & Accessories,Mobiles,Apple Mobiles,,,,,"['Home', 'Mobiles & Accessories', 'Mobiles', 'Apple Mobiles']",Dynamic IslandHighly Durable48 MP Main CameraA16 Bionic ProcessorUSB-C Compatible,"[{'rating': '5', 'comment_text': 'Just loved the product , colour , design is wow and camera is amazing , just clicked first picture of my grandmother 👵🏻 in portrait mode and results r here in front of you guys 😍😘READ MORE'}, {'rating': '5', 'comment_text': 'Awesome photography experience. Battery backup is good . Display is much better than 14 version.READ MORE'}, {'rating': '5', 'comment_text': 'High quality camera😍READ MORE'}, {'rating': '5', 'comment_text': 'I love this phone. The camera is amazing: its I am so happyREAD MORE'}, {'rating': '5', 'comment_text': 'Camera Quality Is Improved Loving ItREAD MORE'}, {'rating': '5', 'comment_text': 'Nice ❤️READ MORE'}, {'rating': '5', 'comment_text': 'No doubt this smartphone an art.READ MORE'}, {'rating': '4', 'comment_text': 'Best mobile phoneCamera quality is very nice Battery backup is very good Sound quality is amazing.READ MORE'}, {'rating': '4', 'comment_text': 'Very niceREAD MORE'}, {'rating': '5', 'comment_text': 'best camera and battery is also very good In love with dynamic Island Type-c charging is very fast. Overall best phoneREAD MORE'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Ambrane Unbreakable 60W Fast Charging 1.5M Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & other Type C devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Cable/dp/B082LSVT4B/ref=sr_1_18?dib=eyJ2IjoiMSJ9.f1CDQrdL6WIsNU9QVa9kRWYy_8ida58ZwjDpYvnF4Nzz_egKGxcPZlongZ3KBLrOLv-l7kDsUAnPKaiP8Nt0C5FPxK8Y3OLcBh4aYkWyAiyC9IbeEKR0PbmAiqLrE1GgxKlnI60_aGASULnpfyyufrBy-VLRiUQ5W96IeWoL0klmU_x-f1KQHdttXTtg_O2-1c7Bxeu3xL1DmaecnEdSPY1XWItKSale0yc3MwiS7AIJEEORoQT-dX9wiu7n5wvF7Iq17lZgsqnxTEKzEJamaZajoHB4uqZu4RvkGSF425Q.hnnyAPUjx4ZAhD1LL-0-xcqy-qVhh4IjdyY0nftbTjk&dib_tag=se&qid=1716053411&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-18,4,61518,399,159,60,240,[],Computers & Accessories,Accessories & Peripherals,Cables & Accessories,Cables,USB Cables,,,"['Computers & Accessories', 'Accessories & Peripherals', 'Cables & Accessories', 'Cables', 'USB Cables']","Compatible with all Type C enabled devices, be it an android smartphone (Mi, Samsung, Oppo, Vivo, Realme, OnePlus, etc), tablet, laptop (Macbook, Chromebook, etc) Unbreakable – Made of special braided outer with rugged interior bindings, it is ultra-durable cable that won’t be affected by daily rough usage Ideal Length – It has ideal length of 1.5 meters which is neither too short like your typical 1meter cable or too long like a 2meters cable Supports maximum 3A fast charging and 480 Mbps data transfer speed 6 months manufacturer warranty from the date of purchase",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) 15-fa1226TX Gaming Laptop  (15.6 inch, Performance Blue, 2.3 Kg)",https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1226tx-gaming-laptop/p/itma50f4630abc9a?pid=COMHY8KVEKZVERUA&lid=LSTCOMHY8KVEKZVERUADILR5M&marketplace=FLIPKART&store=b5g&srno=b_1_26&otracker=browse&iid=f16d348e-6d09-439e-9e3b-16ca84fdc678.COMHY8KVEKZVERUA.SEARCH&ssid=86d52n22eo0000001716053444863,4.8,5,72718,54990,24,17728,"[{'type': 'Bank Offer', 'description': 'Get ₹50 instant discount on first Flipkart UPI txn on order of ₹200 and above'}, {'type': 'Bank Offer', 'description': '5% Cashback on Flipkart Axis Bank Card'}, {'type': 'Bank Offer', 'description': '6% off up to ₹2000 on HDFC Bank Credit Card EMI Txns, Tenure: 6month and above, Min Txn Value: ₹7500'}, {'type': 'Special Price', 'description': 'Get extra 24% off (price inclusive of cashback/coupon)'}]",Computers,Laptops,HP Laptops,,,,,"['Home', 'Computers', 'Laptops', 'HP Laptops']","Maximum Performance, Ultimate GameplayRealistic GraphicsDive into Clarity, Embrace VictoryFeel the Chill, Crush the GameSpeed to Conquer, Space to DominateVoice of Success, Loud and ClearCharge Less, Win MoreSeamless GamingSmooth KeystrokesXbox Game PassStep Up, Choose Planet","[{'rating': '5', 'comment_text': 'I like this laptop. But the sound volume is some kind of low and the battery drains quickly. But beyond this that is an awesome laptop for gaming and designing purposes.READ MORE'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"Lenovo V15 AMD Ryzen 3 Hexa Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Thin and Light Laptop  (15.6 Inch, Iron Grey, 1.7 Kg)",https://www.flipkart.com/lenovo-v15-amd-ryzen-3-hexa-core-5300u-8-gb-512-gb-ssd-windows-11-home-g2-alc-thin-light-laptop/p/itmfcce7edb30b87?pid=COMGZ3SPV5HJS79B&lid=LSTCOMGZ3SPV5HJS79BJ9TAXQ&marketplace=FLIPKART&store=b5g&srno=b_1_9&otracker=browse&iid=f16d348e-6d09-439e-9e3b-16ca84fdc678.COMGZ3SPV5HJS79B.SEARCH&ssid=86d52n22eo0000001716053444863,4.1,456,55000,28490,48,26510,"[{'type': 'Bank Offer', 'description': 'Get ₹50 instant discount on first Flipkart UPI txn on order of ₹200 and above'}, {'type': 'Bank Offer', 'description': '5% Cashback on Flipkart Axis Bank Card'}, {'type': 'Bank Offer', 'description': '6% off up to ₹2000 on HDFC Bank Credit Card EMI Txns, Tenure: 6month and above, Min Txn Value: ₹7500'}, {'type': 'Special Price', 'description': 'Get extra 14% off (price inclusive of cashback/coupon)'}]",Computers,Laptops,Lenovo Laptops,,,,,"['Home', 'Computers', 'Laptops', 'Lenovo Laptops']",,"[{'rating': '5', 'comment_text': I mean", if i talk about price, then it's worth buying it. I got this laptop 28900. If you get an offer below 33000, go for it. You wont regrets! The laptop is really fast.READ MORE"}, {'rating': '5', 'comment_text': 'Best buy under 30k best laptop ....no doubt go for itREAD MORE'}, {'rating': '3', 'comment_text': 'GoodREAD MORE'}, {'rating': '5', 'comment_text': 'Very good product. Value for money but display is not so good...READ MORE'}, {'rating': '5', 'comment_text': 'Nice product I was proud feeling of the lenovo brand but price is very expensiveREAD MORE'}, {'rating': '5', 'comment_text': 'Best laptop under 30000 kREAD MORE'}, {'rating': '5', 'comment_text': 'This laptop is super all students can buy this one easilyREAD MORE'}, {'rating': '5', 'comment_text': 'Multiple uses in this laptop...like photo/video edit, office work, camera clearity also with nice design..... light weight laptop....READ MORE'}, {'rating': '5', 'comment_text': 'Very good laptopREAD MORE'}, {'rating': '5', 'comment_text': 'Excellent productREAD MORE'}]",,,,,,,,,,,,
62,"ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.70 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1502za-ej953ws-thin-light-laptop/p/itm3b11f9400fcd8?pid=COMGZKHQ8BXZFBUT&lid=LSTCOMGZKHQ8BXZFBUTEXWMPL&marketplace=FLIPKART&store=b5g&srno=b_1_10&otracker=browse&iid=f16d348e-6d09-439e-9e3b-16ca84fdc678.COMGZKHQ8BXZFBUT.SEARCH&ssid=86d52n22eo0000001716053444863,4.3,2322,56990,34990,38,22000,"[{'type': 'Bank Offer', 'description': 'Get ₹50 instant discount on first Flipkart UPI txn on order of ₹200 and above'}, {'type': 'Bank Offer', 'description': '5% Cashback on Flipkart Axis Bank Card'}, {'type': 'Bank Offer', 'description': '6% off up to ₹2000 on HDFC Bank Credit Card EMI Txns, Tenure: 6month and above, Min Txn Value: ₹7500'}, {'type': 'Special Price', 'description': 'Get extra 14% off (price inclusive of cashback/coupon)'}]",Computers,Laptops,ASUS Laptops,,,,,"['Home', 'Computers', 'Laptops', 'ASUS Laptops']",Smooth PowerFueled to PerformAerodynamic IceBlades for Accelerated CoolingEasy on Your EyesThin and LightWide Open for SharingErgoSense keyboardAntibacterial GuardSafe and SecureOutstanding AudioNext-level ASUS AI Noise-Canceling TechnologyPerfect in Every DetailWiFi Connectivity,"[{'rating': '4', 'comment_text': 'Value For money Product....❤️Pros:Good DesignFingerprintFull Size Keyboardi3 12th Generation performance is top notchSSD Speed is GreatCons: Below Average Display ( Viewing Angles are Bad)Sound is Not Too much loud (Speakers are bottom firing)No BacklitBattery Backup AverageOverall a All Rounder PackageSatisfied ❤️READ MORE'}, {'rating': '5', 'comment_text': 'Display is not up to mark i3 6 physical cores better than i5 11 generationLight weight Sound are very good according to price of laptopFinger print and 180 degree screen rotationOverall all best purchase for business purposes only not for gamingREAD MORE'}, {'rating': '4', 'comment_text': 'worth to get and select as my very first laptop 💻😄soon to let you know more about the performance.READ MORE'}, {'rating': '5', 'comment_text': I got it for 29k in BBD and this is stellar at this price range. First impressions : Pros: 1. Great design2. Military grade certification for build 3. Full hd 60hz display4. Good for everyday office and student use (not for gaming)5. Fingerprint sensor included6. Wifi 67. Decent speakersCons : 1. Power button included in the keypad itself. This creates an issue after a few years when you overuse the laptop's keypad and suddenly one of the circuits get broken and you have to replac...READ MORE""}", {'rating': '5', 'comment_text': 'Processor is fantastic super fast response.READ MORE'}, {'rating': '3', 'comment_text': 'Backlit keyboard was mentioned in the 16gb ram variant, but no backlit given in the laptop 😡READ MORE'}, {'rating': '5', 'comment_text': 'The product is very nice performance 👏READ MORE'}, {'rating': '5', 'comment_text': 'Performance: Awesome. Working smoothly without any hassle.Design: The design of the laptop is simple yet elegant. The size is good, you feel like holding a big notebook (like a register book).Display: Its display is brilliant, its color rich. However its not that good when viewed from side. You have to considet that thing provided you are purchasing a budget friendly laptop.Battery: Its main weakness is battery. Not that good, and it drains fast. But preety much good for 3-4 hours.Value f...READ MORE'}, {'rating': '5', 'comment_text': 'Good laptop with affordable price, web camera quality is average.READ MORE'}, {'rating': '5', 'comment_text': 'truly value for money 🔥❤️READ MORE'}]",,,,,,,,,,,,,,,,,,
